File, Function, Module, Number, Calls, TimeInd, MemInd, TimeInh, MemInh
node10.prof, processTXs', OrdinaryNode,  12833, 1036, 1.5, 0.0, 22.8, 20.3
node10.prof, validateTransaction, Transaction,  12843, 1010, 0.0, 0.0, 13.8, 18.1
node10.prof, txIsUnique, Block,  13421, 504, 0.5, 0.0, 5.9, 0.0
node10.prof, mint', OrdinaryNode,  15267, 25, 0.1, 0.0, 1.5, 2.1
node1.prof, processTXs', OrdinaryNode,  12832, 1036, 0.2, 0.0, 17.0, 19.3
node1.prof, validateTransaction, Transaction,  13788, 1010, 0.1, 0.0, 12.3, 16.3
node1.prof, txIsUnique, Block,  14357, 503, 0.3, 0.0, 2.7, 0.0
node1.prof, mint', OrdinaryNode,  15267, 25, 0.0, 0.0, 1.7, 3.0
node2.prof, processTXs', OrdinaryNode,  12832, 1036, 0.5, 0.0, 19.3, 18.0
node2.prof, validateTransaction, Transaction,  13780, 1010, 0.1, 0.0, 14.9, 17.2
node2.prof, txIsUnique, Block,  14353, 506, 0.6, 0.0, 3.1, 0.0
node2.prof, mint', OrdinaryNode,  15259, 25, 0.0, 0.0, 0.6, 0.7
node3.prof, processTXs', OrdinaryNode,  12832, 1036, 0.5, 0.0, 22.0, 22.1
node3.prof, validateTransaction, Transaction,  13784, 1010, 0.0, 0.0, 16.5, 19.8
node3.prof, txIsUnique, Block,  14353, 507, 0.6, 0.0, 4.0, 0.0
node3.prof, mint', OrdinaryNode,  15259, 25, 0.1, 0.0, 1.0, 2.3
node4.prof, processTXs', OrdinaryNode,  12833, 1036, 0.4, 0.0, 22.3, 20.1
node4.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 16.4, 18.6
node4.prof, txIsUnique, Block,  14357, 507, 0.7, 0.0, 4.0, 0.0
node4.prof, mint', OrdinaryNode,  15259, 25, 0.0, 0.0, 1.3, 1.5
node5.prof, processTXs', OrdinaryNode,  12832, 1036, 0.6, 0.0, 23.6, 20.2
node5.prof, validateTransaction, Transaction,  13788, 1010, 0.1, 0.0, 15.7, 18.0
node5.prof, txIsUnique, Block,  14357, 506, 0.3, 0.0, 5.9, 0.0
node5.prof, mint', OrdinaryNode,  15259, 25, 0.0, 0.0, 1.3, 2.1
node6.prof, processTXs', OrdinaryNode,  12833, 1036, 0.5, 0.0, 23.5, 22.6
node6.prof, validateTransaction, Transaction,  13730, 1010, 0.0, 0.0, 16.7, 20.2
node6.prof, txIsUnique, Block,  14299, 506, 0.5, 0.0, 4.5, 0.0
node6.prof, mint', OrdinaryNode,  15259, 25, 0.0, 0.0, 1.4, 2.4
node7.prof, processTXs', OrdinaryNode,  12832, 1036, 0.5, 0.0, 25.2, 22.0
node7.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 17.8, 19.0
node7.prof, txIsUnique, Block,  14349, 505, 0.6, 0.0, 5.1, 0.0
node7.prof, mint', OrdinaryNode,  15259, 25, 0.0, 0.0, 1.6, 3.0
node8.prof, processTXs', OrdinaryNode,  12833, 1034, 0.3, 0.0, 22.1, 17.9
node8.prof, validateTransaction, Transaction,  13788, 1010, 0.0, 0.0, 15.9, 17.2
node8.prof, txIsUnique, Block,  14357, 480, 0.5, 0.0, 4.8, 0.0
node8.prof, mint', OrdinaryNode,  15271, 23, 0.1, 0.0, 0.9, 0.7
node9.prof, processTXs', OrdinaryNode,  12832, 1033, 0.5, 0.0, 19.0, 17.7
node9.prof, validateTransaction, Transaction,  12844, 1010, 0.1, 0.0, 14.3, 17.6
node9.prof, txIsUnique, Block,  14299, 455, 0.2, 0.0, 4.0, 0.0
node9.prof, mint', OrdinaryNode,  15259, 22, 0.0, 0.0, 0.2, 0.0
