File, Function, Calls, TimeInh, MemInh
node1.prof, processTXs', 51, 0.8, 2.5
node1.prof, txIsUnique, 50, 0.0, 0.0
node1.prof, validateTransaction, 50, 0.8, 2.5
node1.prof, mint', 1, 0.0, 0.0
node2.prof, processTXs', 51, 1.0, 2.2
node2.prof, txIsUnique, 50, 0.0, 0.0
node2.prof, validateTransaction, 50, 1.0, 2.2
node2.prof, mint', 1, 0.0, 0.0
node3.prof, processTXs', 51, 1.2, 1.9
node3.prof, txIsUnique, 50, 0.0, 0.0
node3.prof, validateTransaction, 50, 1.2, 1.9
node3.prof, mint', 1, 0.0, 0.0
node4.prof, processTXs', 102, 4.8, 7.7
node4.prof, txIsUnique, 100, 0.2, 0.0
node4.prof, validateTransaction, 100, 3.3, 4.0
node4.prof, mint', 2, 1.3, 3.6
node5.prof, processTXs', 51, 2.4, 2.5
node5.prof, txIsUnique, 50, 0.0, 0.0
node5.prof, validateTransaction, 50, 2.3, 2.4
node5.prof, mint', 1, 0.0, 0.0
