File, Function, Module, Number, Calls, TimeInd, MemInd, TimeInh, MemInh
node10.prof, processTXs', OrdinaryNode,  12829, 1061, 0.4, 0.0, 19.6, 21.6
node10.prof, validateTransaction, Transaction,  13726, 1010, 0.0, 0.0, 14.7, 19.5
node10.prof, txIsUnique, Block,  14294, 504, 0.2, 0.0, 2.6, 0.0
node10.prof, mint', OrdinaryNode,  14367, 50, 0.0, 0.0, 1.9, 2.0
node1.prof, processTXs', OrdinaryNode,  12833, 1061, 0.3, 0.0, 19.1, 22.0
node1.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 15.1, 19.9
node1.prof, txIsUnique, Block,  14349, 506, 0.3, 0.0, 1.8, 0.0
node1.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 1.7, 2.1
node2.prof, processTXs', OrdinaryNode,  12832, 1061, 0.5, 0.0, 19.0, 19.8
node2.prof, validateTransaction, Transaction,  13788, 1010, 0.0, 0.0, 14.6, 17.3
node2.prof, txIsUnique, Block,  14357, 507, 0.5, 0.0, 2.1, 0.0
node2.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 1.8, 2.5
node3.prof, processTXs', OrdinaryNode,  12832, 1061, 0.2, 0.0, 21.6, 23.0
node3.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 16.4, 20.4
node3.prof, txIsUnique, Block,  14349, 508, 0.6, 0.0, 2.4, 0.0
node3.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 2.4, 2.5
node4.prof, processTXs', OrdinaryNode,  12832, 1061, 0.5, 0.0, 20.2, 21.5
node4.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 15.4, 19.6
node4.prof, txIsUnique, Block,  14349, 509, 0.5, 0.0, 2.6, 0.0
node4.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 1.7, 1.9
node5.prof, processTXs', OrdinaryNode,  12833, 1061, 0.2, 0.0, 21.6, 22.0
node5.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 17.0, 19.5
node5.prof, txIsUnique, Block,  14349, 507, 0.3, 0.0, 2.8, 0.0
node5.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 1.5, 2.4
node6.prof, processTXs', OrdinaryNode,  12832, 1061, 0.4, 0.0, 18.7, 17.7
node6.prof, validateTransaction, Transaction,  13730, 1010, 0.1, 0.0, 13.8, 16.3
node6.prof, txIsUnique, Block,  14299, 507, 0.5, 0.0, 3.3, 0.0
node6.prof, mint', OrdinaryNode,  14367, 50, 0.0, 0.0, 1.0, 1.4
node7.prof, processTXs', OrdinaryNode,  12832, 1061, 0.4, 0.0, 20.6, 20.8
node7.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 16.0, 19.5
node7.prof, txIsUnique, Block,  14357, 507, 0.1, 0.0, 2.7, 0.0
node7.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 1.5, 1.2
node8.prof, processTXs', OrdinaryNode,  12833, 1061, 0.6, 0.0, 21.1, 22.2
node8.prof, validateTransaction, Transaction,  13730, 1010, 0.0, 0.0, 15.5, 19.7
node8.prof, txIsUnique, Block,  14349, 509, 0.5, 0.0, 3.2, 0.0
node8.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 1.7, 2.4
node9.prof, processTXs', OrdinaryNode,  12832, 1061, 0.6, 0.0, 19.3, 21.4
node9.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 15.6, 20.1
node9.prof, txIsUnique, Block,  14357, 508, 0.4, 0.0, 2.4, 0.0
node9.prof, mint', OrdinaryNode,  14371, 50, 0.0, 0.0, 0.7, 1.3
