Node,TotalTime,Unit,Ticks
node1.prof,	0.48,secs,(1764,ticks,@,1000,us,,8,processors)
node2.prof,	0.46,secs,(1688,ticks,@,1000,us,,8,processors)
node3.prof,	0.46,secs,(1718,ticks,@,1000,us,,8,processors)
node4.prof,	0.47,secs,(1731,ticks,@,1000,us,,8,processors)
node5.prof,	0.43,secs,(1586,ticks,@,1000,us,,8,processors)
