File, Function, Module, Number, Calls, TimeInd, MemInd, TimeInh, MemInh
node10.prof, processTXs', OrdinaryNode,  12829, 782, 0.6, 0.0, 15.4, 15.4
node10.prof, validateTransaction, Transaction,  12967, 758, 0.0, 0.0, 11.8, 13.9
node10.prof, txIsUnique, Block,  13682, 481, 0.5, 0.0, 1.8, 0.0
node10.prof, mint', OrdinaryNode,  15263, 24, 0.0, 0.0, 1.1, 1.5
node1.prof, processTXs', OrdinaryNode,  12833, 1033, 0.3, 0.0, 16.6, 20.9
node1.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 14.8, 20.8
node1.prof, txIsUnique, Block,  14349, 454, 0.2, 0.0, 1.3, 0.0
node1.prof, mint', OrdinaryNode,  15259, 22, 0.0, 0.0, 0.2, 0.0
node2.prof, processTXs', OrdinaryNode,  12832, 1034, 0.4, 0.0, 17.5, 19.1
node2.prof, validateTransaction, Transaction,  13780, 1010, 0.0, 0.0, 15.3, 18.5
node2.prof, txIsUnique, Block,  14349, 480, 0.1, 0.0, 1.3, 0.0
node2.prof, mint', OrdinaryNode,  15259, 23, 0.0, 0.0, 0.3, 0.6
node3.prof, processTXs', OrdinaryNode,  12832, 785, 0.3, 0.0, 14.9, 17.4
node3.prof, validateTransaction, Transaction,  13780, 761, 0.0, 0.0, 12.2, 15.7
node3.prof, txIsUnique, Block,  14349, 483, 0.4, 0.0, 1.7, 0.0
node3.prof, mint', OrdinaryNode,  15259, 24, 0.0, 0.0, 0.5, 1.6
node4.prof, processTXs', OrdinaryNode,  12832, 773, 0.3, 0.0, 15.3, 18.3
node4.prof, validateTransaction, Transaction,  13780, 749, 0.0, 0.0, 11.6, 15.8
node4.prof, txIsUnique, Block,  14349, 482, 0.4, 0.0, 1.8, 0.0
node4.prof, mint', OrdinaryNode,  15259, 24, 0.0, 0.0, 1.6, 2.5
node5.prof, processTXs', OrdinaryNode,  12833, 777, 0.3, 0.0, 17.1, 18.8
node5.prof, validateTransaction, Transaction,  13788, 753, 0.0, 0.0, 12.8, 15.5
node5.prof, txIsUnique, Block,  14357, 482, 0.3, 0.0, 2.0, 0.0
node5.prof, mint', OrdinaryNode,  15259, 24, 0.0, 0.0, 2.0, 3.2
node6.prof, processTXs', OrdinaryNode,  12833, 801, 0.3, 0.0, 16.1, 17.7
node6.prof, validateTransaction, Transaction,  13788, 777, 0.0, 0.0, 12.9, 16.0
node6.prof, txIsUnique, Block,  14357, 482, 0.2, 0.0, 1.4, 0.0
node6.prof, mint', OrdinaryNode,  15259, 24, 0.0, 0.0, 1.4, 1.6
node7.prof, processTXs', OrdinaryNode,  12832, 810, 0.1, 0.0, 15.4, 14.2
node7.prof, validateTransaction, Transaction,  13788, 786, 0.0, 0.0, 11.9, 12.3
node7.prof, txIsUnique, Block,  14357, 482, 0.4, 0.0, 1.8, 0.0
node7.prof, mint', OrdinaryNode,  15259, 24, 0.0, 0.0, 1.4, 1.8
node8.prof, processTXs', OrdinaryNode,  12832, 769, 0.4, 0.0, 15.9, 17.1
node8.prof, validateTransaction, Transaction,  13784, 745, 0.0, 0.0, 12.3, 14.8
node8.prof, txIsUnique, Block,  14353, 481, 0.4, 0.0, 1.6, 0.0
node8.prof, mint', OrdinaryNode,  15267, 24, 0.0, 0.0, 1.5, 2.3
node9.prof, processTXs', OrdinaryNode,  12832, 796, 0.4, 0.0, 16.0, 16.6
node9.prof, validateTransaction, Transaction,  13730, 772, 0.0, 0.0, 12.7, 14.3
node9.prof, txIsUnique, Block,  14298, 481, 0.2, 0.0, 1.4, 0.0
node9.prof, mint', OrdinaryNode,  15259, 24, 0.0, 0.0, 1.4, 2.2
